Module	Section	Sample Name	Source
FastQC	all_sections	T038-B2SalBAL-PBmiRNA_S26_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T038-B2SalBAL-PBmiRNA_S26/T038-B2SalBAL-PBmiRNA_S26_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T047-B2BCGBAL-PBmiRNA_S21_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T047-B2BCGBAL-PBmiRNA_S21/T047-B2BCGBAL-PBmiRNA_S21_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T039-B2PPDBAL-PBmiRNA1_S12_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T039-B2PPDBAL-PBmiRNA1_S12/T039-B2PPDBAL-PBmiRNA1_S12_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T006-B2PPDBAL-PLmiRNA_S15_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T006-B2PPDBAL-PLmiRNA_S15/T006-B2PPDBAL-PLmiRNA_S15_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T042-B2SalBAL-PBmiRNA1_S7_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T042-B2SalBAL-PBmiRNA1_S7/T042-B2SalBAL-PBmiRNA1_S7_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T034-B-SingleRNABAL-miRNA_S22_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T034-B-SingleRNABAL-miRNA_S22/T034-B-SingleRNABAL-miRNA_S22_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T042-B2BCGBAL-PBmiRNA_S11_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T042-B2BCGBAL-PBmiRNA_S11/T042-B2BCGBAL-PBmiRNA_S11_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T032-B2SalBAL-PBmiRNA_S24_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T032-B2SalBAL-PBmiRNA_S24/T032-B2SalBAL-PBmiRNA_S24_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T007-B2BCGBAL-PLmiRNA2_S3_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T007-B2BCGBAL-PLmiRNA2_S3/T007-B2BCGBAL-PLmiRNA2_S3_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T028-B2SalBAL-PBmiRNA_S24_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T028-B2SalBAL-PBmiRNA_S24/T028-B2SalBAL-PBmiRNA_S24_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T004-B1BALCells-PB-miRNA_S1_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T004-B1BALCells-PB-miRNA_S1/T004-B1BALCells-PB-miRNA_S1_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T054-B1BALRNA-PBmiRNA_S17_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T054-B1BALRNA-PBmiRNA_S17/T054-B1BALRNA-PBmiRNA_S17_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T047-B1BALRNA-PBmiRNA_S18_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T047-B1BALRNA-PBmiRNA_S18/T047-B1BALRNA-PBmiRNA_S18_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T035-B2SalBAL-PBmiRNA_S1_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T035-B2SalBAL-PBmiRNA_S1/T035-B2SalBAL-PBmiRNA_S1_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T021-B2Sal2BAL-PLmiRNA_S20_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T021-B2Sal2BAL-PLmiRNA_S20/T021-B2Sal2BAL-PLmiRNA_S20_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T035-B2BCGBAL-PBmiRNA_S3_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T035-B2BCGBAL-PBmiRNA_S3/T035-B2BCGBAL-PBmiRNA_S3_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T045-B1BALRNA-PBmiRNA_S16_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T045-B1BALRNA-PBmiRNA_S16/T045-B1BALRNA-PBmiRNA_S16_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T047-B2SalBAL-PBmiRNA1_S3_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T047-B2SalBAL-PBmiRNA1_S3/T047-B2SalBAL-PBmiRNA1_S3_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T021-B1BALCells-PLmiRNA_S3_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T021-B1BALCells-PLmiRNA_S3/T021-B1BALCells-PLmiRNA_S3_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T025-B1BALRNA-PBmiRNA_S10_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T025-B1BALRNA-PBmiRNA_S10/T025-B1BALRNA-PBmiRNA_S10_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T032-B2PPDBAL-PLmiRNA2_S26_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T032-B2PPDBAL-PLmiRNA2_S26/T032-B2PPDBAL-PLmiRNA2_S26_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T030-B1BALRNA-PBmiRNA_S5_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T030-B1BALRNA-PBmiRNA_S5/T030-B1BALRNA-PBmiRNA_S5_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T007-B1BALCells-PBmiRNA1_S26_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T007-B1BALCells-PBmiRNA1_S26/T007-B1BALCells-PBmiRNA1_S26_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T035-B2PPDBAL-PBmiRNA_S2_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T035-B2PPDBAL-PBmiRNA_S2/T035-B2PPDBAL-PBmiRNA_S2_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T015-B2SalBAL-PLmiRNA2_S20_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T015-B2SalBAL-PLmiRNA2_S20/T015-B2SalBAL-PLmiRNA2_S20_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T014-B2BCGBAL-PLmiRNA2_S4_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T014-B2BCGBAL-PLmiRNA2_S4/T014-B2BCGBAL-PLmiRNA2_S4_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T033-B2PPDBAL-PBmiRNA1_S18_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T033-B2PPDBAL-PBmiRNA1_S18/T033-B2PPDBAL-PBmiRNA1_S18_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T041-B1BALRNA-PBmiRNA_S22_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T041-B1BALRNA-PBmiRNA_S22/T041-B1BALRNA-PBmiRNA_S22_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T014-B2SalBAL-PBmiRNA_S29_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T014-B2SalBAL-PBmiRNA_S29/T014-B2SalBAL-PBmiRNA_S29_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T021-B2Sal3BAL-PLmiRNA_S21_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T021-B2Sal3BAL-PLmiRNA_S21/T021-B2Sal3BAL-PLmiRNA_S21_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T035-B1BALRNA-PBmiRNA_S6_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T035-B1BALRNA-PBmiRNA_S6/T035-B1BALRNA-PBmiRNA_S6_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T028-B1BAL-PBmiRNA_S23_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T028-B1BAL-PBmiRNA_S23/T028-B1BAL-PBmiRNA_S23_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T011-B2PPDBAL-PBmiRNA1_S23_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T011-B2PPDBAL-PBmiRNA1_S23/T011-B2PPDBAL-PBmiRNA1_S23_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T025-B2SalBAL-PBmiRNA_S11_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T025-B2SalBAL-PBmiRNA_S11/T025-B2SalBAL-PBmiRNA_S11_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T033-B1BALRNA-PBmiRNA1_S15_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T033-B1BALRNA-PBmiRNA1_S15/T033-B1BALRNA-PBmiRNA1_S15_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T032-B2BCGBAL-PLmiRNA2_S29_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T032-B2BCGBAL-PLmiRNA2_S29/T032-B2BCGBAL-PLmiRNA2_S29_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T014-B1BALCells-PLmiRNA2_S28_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T014-B1BALCells-PLmiRNA2_S28/T014-B1BALCells-PLmiRNA2_S28_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T016-B2BCGBAL-PBmiRNA1_S17_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T016-B2BCGBAL-PBmiRNA1_S17/T016-B2BCGBAL-PBmiRNA1_S17_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T026-B2PPDBAL-PBmiRNA1_S15_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T026-B2PPDBAL-PBmiRNA1_S15/T026-B2PPDBAL-PBmiRNA1_S15_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T012-BALRNA-PBmiRNA_S8_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T012-BALRNA-PBmiRNA_S8/T012-BALRNA-PBmiRNA_S8_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T041-B2BCGBAL-PBmiRNA_S26_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T041-B2BCGBAL-PBmiRNA_S26/T041-B2BCGBAL-PBmiRNA_S26_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T015-B1BALCells-PBmiRNA_S18_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T015-B1BALCells-PBmiRNA_S18/T015-B1BALCells-PBmiRNA_S18_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T048-B2PPDBAL-PBmiRNA_S23_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T048-B2PPDBAL-PBmiRNA_S23/T048-B2PPDBAL-PBmiRNA_S23_R1_001.merged.trimmed_fastqc.zip
STAR	SummaryLog	T007-B1BALCells-PBmiRNA1_S26	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T007-B1BALCells-PBmiRNA1_S26/T007-B1BALCells-PBmiRNA1_S26Log.final.out
STAR	SummaryLog	T016-B2BCGBAL-PBmiRNA2_S18	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T016-B2BCGBAL-PBmiRNA2_S18/T016-B2BCGBAL-PBmiRNA2_S18Log.final.out
STAR	SummaryLog	T021-B2Sal2BAL-PLmiRNA_S20	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T021-B2Sal2BAL-PLmiRNA_S20/T021-B2Sal2BAL-PLmiRNA_S20Log.final.out
STAR	SummaryLog	T054-B2BCGBAL-PBmiRNA_S21	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T054-B2BCGBAL-PBmiRNA_S21/T054-B2BCGBAL-PBmiRNA_S21Log.final.out
STAR	SummaryLog	T054-B2PPDBAL-PLmiRNA2_S20	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T054-B2PPDBAL-PLmiRNA2_S20/T054-B2PPDBAL-PLmiRNA2_S20Log.final.out
STAR	SummaryLog	T039-B2SalBAL-PBmiRNA_S11	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T039-B2SalBAL-PBmiRNA_S11/T039-B2SalBAL-PBmiRNA_S11Log.final.out
STAR	SummaryLog	T009-B1BALCells-PBmiRNA_S25	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T009-B1BALCells-PBmiRNA_S25/T009-B1BALCells-PBmiRNA_S25Log.final.out
STAR	SummaryLog	T013-B2BCGBAL-PBmiRNA_S7	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T013-B2BCGBAL-PBmiRNA_S7/T013-B2BCGBAL-PBmiRNA_S7Log.final.out
STAR	SummaryLog	T026-B1BALCells-PBmiRNA_S13	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T026-B1BALCells-PBmiRNA_S13/T026-B1BALCells-PBmiRNA_S13Log.final.out
STAR	SummaryLog	T047-B2PPDBAL-PBmiRNA1_S19	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T047-B2PPDBAL-PBmiRNA1_S19/T047-B2PPDBAL-PBmiRNA1_S19Log.final.out
STAR	SummaryLog	T011-B1BALCells-PBmiRNA_S4	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T011-B1BALCells-PBmiRNA_S4/T011-B1BALCells-PBmiRNA_S4Log.final.out
STAR	SummaryLog	T048-B2SalBAL-PBmiRNA_S5	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T048-B2SalBAL-PBmiRNA_S5/T048-B2SalBAL-PBmiRNA_S5Log.final.out
STAR	SummaryLog	T014-B2PPDBAL-PLmiRNA2_S2	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T014-B2PPDBAL-PLmiRNA2_S2/T014-B2PPDBAL-PLmiRNA2_S2Log.final.out
STAR	SummaryLog	T042-B2PPDBAL-PLmiRNA2_S10	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T042-B2PPDBAL-PLmiRNA2_S10/T042-B2PPDBAL-PLmiRNA2_S10Log.final.out
STAR	SummaryLog	T038-B2PPDBAL-PBmiRNA_S27	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T038-B2PPDBAL-PBmiRNA_S27/T038-B2PPDBAL-PBmiRNA_S27Log.final.out
STAR	SummaryLog	T012-BALRNA-PBmiRNA_S8	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T012-BALRNA-PBmiRNA_S8/T012-BALRNA-PBmiRNA_S8Log.final.out
STAR	SummaryLog	T015-B2SalBAL-PLmiRNA2_S20	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T015-B2SalBAL-PLmiRNA2_S20/T015-B2SalBAL-PLmiRNA2_S20Log.final.out
STAR	SummaryLog	T031-B1BALRNA-PBmiRNA_S6	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T031-B1BALRNA-PBmiRNA_S6/T031-B1BALRNA-PBmiRNA_S6Log.final.out
STAR	SummaryLog	T032-B2BCGBAL-PBmiRNA1_S28	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T032-B2BCGBAL-PBmiRNA1_S28/T032-B2BCGBAL-PBmiRNA1_S28Log.final.out
STAR	SummaryLog	T006-B2BCGBAL-PBmiRNA_S13	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T006-B2BCGBAL-PBmiRNA_S13/T006-B2BCGBAL-PBmiRNA_S13Log.final.out
STAR	SummaryLog	T039-B2PPDBAL-PLmiRNA2_S13	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T039-B2PPDBAL-PLmiRNA2_S13/T039-B2PPDBAL-PLmiRNA2_S13Log.final.out
STAR	SummaryLog	T026-B2BCGBAL-PBmiRNA_S17	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T026-B2BCGBAL-PBmiRNA_S17/T026-B2BCGBAL-PBmiRNA_S17Log.final.out
STAR	SummaryLog	T032-B2SalBAL-PBmiRNA_S24	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T032-B2SalBAL-PBmiRNA_S24/T032-B2SalBAL-PBmiRNA_S24Log.final.out
STAR	SummaryLog	T013-B2PPDBAL-PBmiRNA_S6	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T013-B2PPDBAL-PBmiRNA_S6/T013-B2PPDBAL-PBmiRNA_S6Log.final.out
STAR	SummaryLog	T032-B2PPDBAL-PBmiRNA1_S25	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T032-B2PPDBAL-PBmiRNA1_S25/T032-B2PPDBAL-PBmiRNA1_S25Log.final.out
STAR	SummaryLog	T038-B1BALRNA-PBmiRNA_S25	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T038-B1BALRNA-PBmiRNA_S25/T038-B1BALRNA-PBmiRNA_S25Log.final.out
STAR	SummaryLog	T052-BALRNA-PBmiRNA1_S4	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T052-BALRNA-PBmiRNA1_S4/T052-BALRNA-PBmiRNA1_S4Log.final.out
STAR	SummaryLog	T014-B2SalBAL-PBmiRNA_S29	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T014-B2SalBAL-PBmiRNA_S29/T014-B2SalBAL-PBmiRNA_S29Log.final.out
STAR	SummaryLog	T041-B2PPDBAL-PLmiRNA2_S25	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T041-B2PPDBAL-PLmiRNA2_S25/T041-B2PPDBAL-PLmiRNA2_S25Log.final.out
STAR	SummaryLog	T007-B1BALCells-PLmiRNA2_S27	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T007-B1BALCells-PLmiRNA2_S27/T007-B1BALCells-PLmiRNA2_S27Log.final.out
STAR	SummaryLog	T032-B1BALRNA-PBmiRNA_S23	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T032-B1BALRNA-PBmiRNA_S23/T032-B1BALRNA-PBmiRNA_S23Log.final.out
STAR	SummaryLog	T041-B1BALRNA-PBmiRNA_S22	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T041-B1BALRNA-PBmiRNA_S22/T041-B1BALRNA-PBmiRNA_S22Log.final.out
STAR	SummaryLog	T035-B2BCGBAL-PBmiRNA_S3	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T035-B2BCGBAL-PBmiRNA_S3/T035-B2BCGBAL-PBmiRNA_S3Log.final.out
STAR	SummaryLog	T042-B2BCGBAL-PBmiRNA_S11	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T042-B2BCGBAL-PBmiRNA_S11/T042-B2BCGBAL-PBmiRNA_S11Log.final.out
STAR	SummaryLog	T041-B2BCGBAL-PBmiRNA_S26	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T041-B2BCGBAL-PBmiRNA_S26/T041-B2BCGBAL-PBmiRNA_S26Log.final.out
STAR	SummaryLog	T047-B2SalBAL-PLmiRNA2_S4	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T047-B2SalBAL-PLmiRNA2_S4/T047-B2SalBAL-PLmiRNA2_S4Log.final.out
STAR	SummaryLog	T028-B2BCGBAL-PBmiRNA_S26	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T028-B2BCGBAL-PBmiRNA_S26/T028-B2BCGBAL-PBmiRNA_S26Log.final.out
STAR	SummaryLog	T011-B2PPDBAL-PLmiRNA2_S24	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T011-B2PPDBAL-PLmiRNA2_S24/T011-B2PPDBAL-PLmiRNA2_S24Log.final.out
STAR	SummaryLog	T033-B2BCGBAL-PLmiRNA2_S21	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T033-B2BCGBAL-PLmiRNA2_S21/T033-B2BCGBAL-PLmiRNA2_S21Log.final.out
STAR	SummaryLog	T033-B2PPDBAL-PBmiRNA1_S18	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T033-B2PPDBAL-PBmiRNA1_S18/T033-B2PPDBAL-PBmiRNA1_S18Log.final.out
STAR	SummaryLog	T025-B2BCGBAL-PBmiRNA_S14	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T025-B2BCGBAL-PBmiRNA_S14/T025-B2BCGBAL-PBmiRNA_S14Log.final.out
STAR	SummaryLog	T030-B1BALRNA-PBmiRNA_S5	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T030-B1BALRNA-PBmiRNA_S5/T030-B1BALRNA-PBmiRNA_S5Log.final.out
STAR	SummaryLog	T004-B1BALCells-PB-miRNA_S1	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T004-B1BALCells-PB-miRNA_S1/T004-B1BALCells-PB-miRNA_S1Log.final.out
STAR	SummaryLog	T015-B1BALCells-PBmiRNA_S18	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T015-B1BALCells-PBmiRNA_S18/T015-B1BALCells-PBmiRNA_S18Log.final.out
STAR	SummaryLog	T028-B2SalBAL-PBmiRNA_S24	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T028-B2SalBAL-PBmiRNA_S24/T028-B2SalBAL-PBmiRNA_S24Log.final.out
STAR	SummaryLog	T007-B2SalBAL-PBmiRNA_S29	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T007-B2SalBAL-PBmiRNA_S29/T007-B2SalBAL-PBmiRNA_S29Log.final.out
STAR	SummaryLog	T048-B2PPDBAL-PBmiRNA_S23	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T048-B2PPDBAL-PBmiRNA_S23/T048-B2PPDBAL-PBmiRNA_S23Log.final.out
STAR	SummaryLog	T051-B2SalBAL-PBmiRNA_S13	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T051-B2SalBAL-PBmiRNA_S13/T051-B2SalBAL-PBmiRNA_S13Log.final.out
STAR	SummaryLog	T028-B2PPDBAL-PBmiRNA_S25	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T028-B2PPDBAL-PBmiRNA_S25/T028-B2PPDBAL-PBmiRNA_S25Log.final.out
STAR	SummaryLog	T050-B1BALRNA-PBmiRNA1_S27	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T050-B1BALRNA-PBmiRNA1_S27/T050-B1BALRNA-PBmiRNA1_S27Log.final.out
STAR	SummaryLog	T042-B2SalBAL-PBmiRNA1_S7	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T042-B2SalBAL-PBmiRNA1_S7/T042-B2SalBAL-PBmiRNA1_S7Log.final.out
STAR	SummaryLog	T033-B1BALRNA-PLmiRNA2_S16	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T033-B1BALRNA-PLmiRNA2_S16/T033-B1BALRNA-PLmiRNA2_S16Log.final.out
STAR	SummaryLog	T015-B2BCGBAL-PBmiRNA_S22	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T015-B2BCGBAL-PBmiRNA_S22/T015-B2BCGBAL-PBmiRNA_S22Log.final.out
STAR	SummaryLog	T006-B1BALCells-PBmiRNA_S2	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T006-B1BALCells-PBmiRNA_S2/T006-B1BALCells-PBmiRNA_S2Log.final.out
STAR	SummaryLog	T031-B2SalBAL-PBmiRNA_S7	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T031-B2SalBAL-PBmiRNA_S7/T031-B2SalBAL-PBmiRNA_S7Log.final.out
STAR	SummaryLog	T052-BALRNA-PLmiRNA2_S5	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T052-BALRNA-PLmiRNA2_S5/T052-BALRNA-PLmiRNA2_S5Log.final.out
STAR	SummaryLog	T047-B2SalBAL-PBmiRNA1_S3	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T047-B2SalBAL-PBmiRNA1_S3/T047-B2SalBAL-PBmiRNA1_S3Log.final.out
STAR	SummaryLog	T025-B2PPDBAL-PLmiRNA2_S13	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T025-B2PPDBAL-PLmiRNA2_S13/T025-B2PPDBAL-PLmiRNA2_S13Log.final.out
STAR	SummaryLog	T051-B1BALRNA-PBmiRNA_S12	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T051-B1BALRNA-PBmiRNA_S12/T051-B1BALRNA-PBmiRNA_S12Log.final.out
STAR	SummaryLog	T033-B2PPDBAL-PLmiRNA2_S19	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T033-B2PPDBAL-PLmiRNA2_S19/T033-B2PPDBAL-PLmiRNA2_S19Log.final.out
STAR	SummaryLog	T011-B2BCGBAL-PBmiRNA_S22	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T011-B2BCGBAL-PBmiRNA_S22/T011-B2BCGBAL-PBmiRNA_S22Log.final.out
STAR	SummaryLog	T033-B2SalBAL-PBmiRNA_S17	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T033-B2SalBAL-PBmiRNA_S17/T033-B2SalBAL-PBmiRNA_S17Log.final.out
STAR	SummaryLog	T023-B2PPDBAL-PBmiRNA_S11	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T023-B2PPDBAL-PBmiRNA_S11/T023-B2PPDBAL-PBmiRNA_S11Log.final.out
STAR	SummaryLog	T007-B2BCGBAL-PLmiRNA2_S3	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T007-B2BCGBAL-PLmiRNA2_S3/T007-B2BCGBAL-PLmiRNA2_S3Log.final.out
STAR	SummaryLog	T015-B2SalBAL-PBmiRNA1_S19	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T015-B2SalBAL-PBmiRNA1_S19/T015-B2SalBAL-PBmiRNA1_S19Log.final.out
STAR	SummaryLog	T031-B2PPDBAL-PBmiRNA_S8	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T031-B2PPDBAL-PBmiRNA_S8/T031-B2PPDBAL-PBmiRNA_S8Log.final.out
STAR	SummaryLog	T013-B1BALCells-PBmiRNA_S4	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T013-B1BALCells-PBmiRNA_S4/T013-B1BALCells-PBmiRNA_S4Log.final.out
STAR	SummaryLog	T039-B1BALRNA-PBmiRNA_S10	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T039-B1BALRNA-PBmiRNA_S10/T039-B1BALRNA-PBmiRNA_S10Log.final.out
