Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
T031-B2SalBAL-PBmiRNA_S7_qualimap	15661.6595726	17575.855023	18443.8686456	19204.8260476	20665.9338277	21800.072215	22678.4029825	23689.1629099	24176.4014972	24647.5898437	25129.3031568	25266.373209	25186.6878513	25349.5799801	25236.4923277	25290.6640144	25493.3152835	25663.5522805	25627.1777969	25716.8739156	25850.5460814	25654.3319704	25585.5506106	25497.81454	25642.7678196	25140.5777027	25046.1793076	24936.4832567	23830.0898778	23463.5144334	23455.5100239	23114.7638749	23153.1571141	23327.5592687	23257.2287103	23291.9018472	23350.8153716	23515.4799618	23552.9100105	23686.761663	23846.2353037	23830.1524699	23926.0074985	24025.8770568	24098.0342671	24017.2763235	23703.4681598	23403.299426	23229.5363596	23357.0946663	23493.4391757	23478.3600517	23217.4504539	22958.4476164	22822.5980503	22808.5591145	22802.7632365	22653.1454196	22493.4652488	22396.1564288	22345.3798951	22147.1190886	22009.047131	21953.4174735	22047.7496741	22040.2176491	21865.8748189	22042.8010677	21910.441414	21732.9696058	21669.3070901	21476.0544673	21768.6700224	21869.0854012	21907.4332145	21994.6773884	21960.8393403	21924.8803421	21801.8465849	21850.2610209	21852.4927099	21773.3604337	21659.2952903	21546.2460097	21195.6686248	20600.8439149	20361.7239137	19921.580313	19278.9091512	18472.5001391	17360.3138325	16074.7986385	14804.2979881	13502.038639	12062.9624267	10478.8681912	8513.9188092	6361.50767512	4146.56716313	1503.75876036
T032-B1BALRNA-PBmiRNA_S23_qualimap	29375.0321961	33155.0197822	35085.2039123	36693.6819395	40571.5183763	43056.7514151	45063.3638948	47270.0630525	48171.9836515	48973.9057562	49966.7969225	50347.4507654	50006.3287071	49895.439864	49605.5007149	49545.6364872	49831.7547567	50132.6337194	50268.6797618	50452.3397136	50839.5858549	50537.6788383	50208.0666523	49843.6850452	50037.1289669	48186.0915025	47728.6632481	47547.2149624	44998.2416298	44045.1853968	43900.2781894	42943.6969654	42929.9919666	43318.5937132	42892.2362556	43019.2043149	42987.9109021	43392.9480161	43434.7162016	43675.0337518	44089.3605405	44074.8003206	44240.1078268	44400.0019096	44374.9438041	44072.4664726	43341.1724716	42353.0949604	41870.847707	42170.2920556	42260.6040652	42201.7191637	41765.871117	41204.708584	41031.2679698	40875.3886422	40699.6107407	40410.5972254	40132.4255068	40026.0461295	40065.8923171	39685.4168813	39369.5974966	39227.8369895	39436.2595752	39368.2666054	39156.3923506	39504.226687	39136.4440179	38672.4491006	38543.1373289	38089.5214449	38786.9004814	38938.8699928	38812.9803691	38766.6445115	38703.93811	38518.4858275	38105.5919205	38051.6226149	37897.2532588	37718.8027276	37597.1906248	37667.0096361	37132.9413122	36160.9783317	35688.5804615	34889.3032885	33492.5906981	32046.5927444	30026.4730943	27680.9826035	25421.8769005	23114.7852571	20587.9911179	17732.7231834	14502.390167	11108.4483765	7515.78750898	2807.1295054
T032-B2BCGBAL-PBmiRNA1_S28_qualimap	38609.2643551	42896.6255538	45058.6105534	46823.0647356	50447.7524086	53243.2124748	55602.0526722	58115.466656	59425.3988934	60635.2872786	61994.5477485	62504.8076859	62555.4382932	62753.8924135	62354.1960401	62538.1732185	63229.0945951	63643.0212008	63733.7642013	64010.8745136	64375.7519786	64167.8770096	64090.6586088	63797.2953333	64057.9048338	62778.1428741	62619.9719559	62473.5541202	60347.0785715	59447.2839674	59463.5803385	58581.8893015	58697.9441266	59185.847493	58691.454814	58893.4821466	58947.1532613	59277.4230535	59230.0625126	59465.8036061	59718.0573382	59839.8461879	60246.5531011	60592.5946875	60937.7847493	60729.877394	59799.763589	58811.8032623	58328.2088712	58731.4100378	59033.4941058	58893.0377178	58444.4514583	57801.4825614	57586.7631233	57512.3226243	57406.1666886	57124.857316	56942.4446665	56989.3233452	57127.5277014	56676.9640159	56353.8842229	56174.9524058	56411.1507233	56334.7091713	56160.9443591	56699.2825644	56295.1067685	55667.131727	55497.1676285	54791.8621058	55149.7231413	55100.1825549	54988.819347	54906.6128801	54835.6685695	54639.6119611	54184.1628575	54298.1822009	54138.0494019	53999.5645328	53889.1130756	53857.0705585	53262.1866715	52029.8587028	51388.3241871	50310.9137312	48685.3021225	46588.7479267	43543.4851976	40164.0405684	36828.6905391	33490.7094481	29819.0436864	25683.6358408	20779.5831449	15368.5757595	9834.09384493	3453.12950425
T032-B2BCGBAL-PLmiRNA2_S29_qualimap	21792.1880872	24041.7383117	25194.2409379	26124.7317719	28439.8198711	29882.8617898	31009.1016611	32205.2298036	32793.0744079	33465.7819128	34166.7248455	34443.1597309	34518.4335978	34642.0281689	34486.1558356	34528.4653658	34876.4006547	35153.7906781	35283.7760972	35424.7305947	35743.6748536	35630.4614026	35482.6029749	35299.7083913	35514.4503861	34441.6303277	34269.0308448	34184.6717349	33202.3250979	32652.4794196	32681.7295801	32137.4184276	32151.9098636	32386.6895673	32173.3440785	32182.1225785	32213.8631738	32360.3679262	32294.6179631	32376.6800359	32563.5794473	32608.4611479	32769.5901204	33003.3888536	33192.2008967	33039.0432123	32587.5410555	32250.7614564	32199.7917854	32515.5896203	32644.0549206	32606.8965763	32385.3179726	32102.9404266	31963.4684132	31933.6347152	31895.9141359	31689.1586683	31635.8491137	31640.7764893	31714.7795026	31463.2336489	31304.1388803	31257.7045338	31465.2504123	31431.2399291	31319.8533553	31700.4865246	31447.9638077	31041.3704364	30982.6360407	30635.6926697	30736.0588599	30707.1365945	30599.3217558	30529.9466368	30532.085077	30434.9132749	30169.6428277	30364.5282186	30283.2982856	30136.0700101	30025.7725589	30034.551874	29626.6295468	28872.4508656	28511.5868354	27883.5186205	26935.2816089	25774.0932106	24124.6670561	22273.3614529	20393.278035	18478.2640463	16425.814818	14090.1106556	11352.4876155	8423.80056706	5425.0779568	1868.6408413
T032-B2PPDBAL-PBmiRNA1_S25_qualimap	37415.0393897	41797.098732	43997.8392306	45661.3457283	48815.3949919	51470.1911227	53733.4093111	56238.0159103	57221.0447162	58185.5569907	59380.6573043	59797.2943826	59715.2880135	59863.1360706	59528.931373	59736.9272486	60315.9556085	60613.1587682	60806.2623568	61075.3341165	61438.4969793	61524.5392926	61562.8698316	61306.5226742	61617.47743	60648.2535467	60452.9211693	60261.0061258	58214.7329063	57331.8741792	57520.0181022	56737.1299321	56712.7518625	57210.1179909	56728.1586079	56878.632396	56956.3067151	57246.7265832	57150.4420589	57431.7944758	57823.871647	57957.1673726	58375.4693788	58746.7901346	59066.4034404	58778.5862206	57829.9691885	56950.5381222	56632.1980033	57147.5850602	57409.8043371	57404.6173722	57123.0498442	56301.6683515	56074.4190292	56005.0145511	55859.4704299	55551.0802229	55499.5913609	55659.1384267	55840.6321568	55480.8222298	55239.362122	55136.9174132	55358.7297988	55192.7279869	54979.4868459	55521.2969257	55225.6087328	54619.9599321	54553.8381175	54048.7335748	54397.0648781	54433.1481239	54227.3372053	54069.747699	53875.6863818	53697.5149231	53153.9012631	53174.0142114	52912.3789517	52726.0994534	52502.5284085	52444.9622685	51805.8624968	50617.4171747	49867.1270455	48834.4017999	47293.0969614	45361.6091987	42531.0110824	39238.7330486	35987.0753227	32709.3841351	29170.0321448	24998.7392731	20172.9791118	15029.9935416	9724.89256554	3464.1635264
T032-B2PPDBAL-PLmiRNA2_S26_qualimap	24551.3895825	27358.278431	29006.9854173	30327.6018516	32709.583974	34481.7750755	35950.7119708	37577.5758296	38139.0658882	38713.3476721	39584.7737667	39619.7321578	39209.2469984	39248.8648762	39018.6218704	38956.7097205	39139.9461745	39248.6551694	39474.866255	39631.8659026	39937.2812516	39889.3002777	39688.1852676	39475.3626667	39602.9384806	38833.5864821	38606.4309074	38369.4112453	36699.7254268	36001.2134297	35921.3028016	35289.465916	35184.8516201	35472.114105	35076.6688307	34878.084759	34831.4883508	35106.6716872	35075.6455813	35264.17679	35638.5746248	35617.9094783	35885.3101514	36172.1589126	36341.7067988	36071.074401	35521.2805377	34951.6756576	34684.8923729	35022.1523109	35136.9210576	35238.1347558	35212.6562089	34759.5692236	34570.7837341	34399.784821	34330.929089	34091.4304592	33990.8732734	34094.2684503	34196.4677827	33982.939889	33802.6550592	33704.0085889	33732.0863746	33634.2932205	33414.6160715	33662.5489415	33410.7023796	33044.4191156	33045.2660032	32665.3466133	32858.2708959	32853.3990053	32642.9267438	32579.6649332	32503.9180197	32386.3694166	32017.1392899	31892.2999679	31679.3533589	31373.30441	31085.9892684	31008.3357255	30587.5479298	29960.4906154	29472.1551825	28649.5803005	27625.1260437	26479.6945567	24953.3962553	23071.8049778	21252.3212217	19171.1845604	17050.1567493	14636.2862913	11755.7455447	8861.91644766	5906.01481144	2102.69610409
T032-B2PPDBAL-PLmiRNA3_S27_qualimap	46767.8047235	52514.7327619	55539.7552166	57822.6968067	62542.3560956	66017.6603152	68935.6059967	72059.6718514	72941.1380257	73896.2364155	75304.1082911	75544.3136049	74936.9911964	74969.9597994	74509.7740153	74520.2823316	75004.539747	75196.9274068	75633.7475225	75892.7574672	76438.7828452	76510.7462962	76390.8196841	75961.3379375	76268.3821568	74482.1627349	73993.1386983	73676.7234544	70218.7334757	68807.2475973	68836.7106732	67757.029709	67716.5801909	68298.2564785	67492.2886377	67416.5158003	67319.981609	67702.2142303	67514.7445866	67861.8615085	68522.2092077	68570.4354491	69090.4358093	69523.5025698	69908.3530196	69513.6029635	68339.4623861	67065.8094897	66568.8812629	67172.3091482	67416.2803562	67498.0431546	67292.1707935	66185.8140928	65813.0950741	65456.6697319	65182.0723014	64850.3549026	64747.4812772	64970.8735442	65182.6051617	64721.3954011	64398.3217869	64237.3125296	64371.5472758	64143.8199967	63974.6895905	64506.3923648	64155.067519	63439.5048929	63455.4355382	62939.6138131	63833.7058113	63982.9886663	63501.0896177	63114.0954713	62813.6603199	62549.5561579	61791.5602522	61595.9528292	61218.1757486	60851.4200784	60499.7703184	60470.2802231	59675.7816932	58566.7181015	57667.518645	56293.3929861	54370.4655685	52140.0779865	48976.828477	45249.0458917	41624.0729764	37781.0509277	33790.4767058	29042.0112927	23443.9193982	17790.8751193	11992.4956298	4518.35746487
T032-B2SalBAL-PBmiRNA_S24_qualimap	31343.6422844	35403.2258781	37454.5454756	39148.4305297	42584.701765	45173.2068131	47354.435485	49695.2503484	50863.591089	51747.0317666	52785.273517	53252.7412751	53171.9628021	53320.2615973	53113.3584765	53245.338487	53689.1300998	54011.0377122	54074.7683765	54349.7926261	54606.769892	54457.6985318	54346.7687358	53971.9170575	54143.0085912	52816.7080172	52542.4475328	52325.8781181	50017.6216839	49305.6512179	49306.0924185	48453.3390215	48445.245686	48805.7615651	48403.6575822	48594.9085763	48613.4812075	48926.9934845	49010.7734571	49250.6307267	49675.9158547	49753.1230917	50036.8083247	50187.9340278	50362.4317476	50130.2745936	49308.7733288	48301.0476163	47661.9487529	47856.138238	47994.3369558	47867.1574075	47432.3848815	46844.0111207	46709.5766204	46642.4822271	46486.6848522	46308.4860917	46027.49927	45943.3940631	45977.753324	45558.200313	45231.2860921	45054.7060953	45247.8389779	45160.7910773	44896.1278798	45213.602384	44837.8627357	44376.6809898	44205.9377236	43696.235831	44206.7596439	44283.2847174	44188.7107594	44150.3788319	44092.7483428	43929.9520173	43522.711279	43464.9707742	43362.5168303	43210.7228523	43070.2247751	42983.7236218	42469.1227118	41466.1287077	40914.1237017	40098.9989822	38684.8091848	36988.8930272	34672.969307	32044.1616333	29503.3039021	26889.554977	23956.0820118	20608.6502086	16744.7751591	12474.3536821	8113.1395208	2943.04211847
T033-B1BALRNA-PBmiRNA1_S15_qualimap	36713.355376	41563.5267289	44043.7911959	46059.4778499	50345.9682029	53363.6870875	55850.4346938	58388.4978467	59474.0761574	60484.1243921	61695.9277679	61937.5558175	61621.5663843	61820.4545132	61408.7244673	61416.7349033	61848.5130153	62160.1199843	62273.4746013	62403.2220942	62809.6398941	62340.5040411	61944.0019087	61462.1354467	61598.5165299	59877.5170555	59507.7013893	59232.2316647	55680.3037514	54455.4795146	54163.2386548	52964.4387271	52939.5890935	53360.7014285	52728.1679055	52756.0368321	52664.5313482	53034.9958982	53040.1158212	53306.2373957	53767.7454501	53616.5465427	53945.7091296	54267.6571858	54407.391772	54155.1158448	53201.6995503	51996.7864964	51355.7279959	51789.0754616	52020.7712729	52102.4194071	51785.6654579	51101.237079	50847.7353994	50594.2505043	50272.9363857	50010.0618058	49757.1748834	49724.3774685	49857.6286829	49470.9592738	49072.4056319	48910.2155289	49075.9973303	48966.9628185	48663.350916	48927.8217596	48390.1950144	47900.0469886	47846.0127401	47196.4428683	48215.7018857	48467.7767605	48295.7902825	48146.4884817	48088.8153892	47867.2732898	47252.992575	47182.9583616	47049.7415909	46758.0672295	46622.4407912	46656.5330307	46049.7165488	45050.0906751	44578.0282692	43503.4396638	41949.8782727	40184.791431	37673.8587626	34787.5205808	32036.7903777	29163.699367	26154.3595227	22648.4397501	18483.373019	14119.4256312	9623.07955078	3628.00841638
T033-B1BALRNA-PLmiRNA2_S16_qualimap	27309.9801351	30438.963256	32023.0890153	33394.3918447	35830.7391526	37954.9044058	39679.0258414	41505.752202	42423.9116662	43360.1389087	44434.5099197	44804.2350048	44826.9408929	45324.4528987	45196.3298613	45411.6707519	45870.8339876	46184.4617882	46263.3628481	46603.2157209	47059.8409207	46896.5394039	46814.9774773	46610.1901584	46879.4223488	46312.1195524	46321.6899231	46219.2728967	44549.8051182	44034.5608036	43933.1564384	43082.0045492	43154.0262612	43510.117188	43205.9471706	43317.5753669	43278.2292495	43459.8596032	43500.2655203	43673.039057	43916.8882959	43813.4001239	44053.1992835	44290.5285443	44477.0368011	44381.8785498	43686.9228521	42990.8070126	42568.6161761	42824.571885	42952.8021704	42936.3160567	42580.8695826	42144.2581242	41949.3433657	41913.1096957	41772.690592	41624.4757104	41329.5175795	41150.1228186	41102.4408934	40695.9680289	40370.3648935	40294.969307	40530.2726915	40477.1024031	40167.2101477	40421.7924892	40085.6349561	39846.9498375	39774.0572744	39290.9078079	39799.0368802	39910.7620309	39843.3809003	39796.0056691	39834.5442918	39784.8504953	39351.9320303	39324.9460612	39319.1881926	39055.7442475	38877.5843175	38760.4975348	38190.747534	37180.3930624	36805.1256351	36017.2156959	34813.9724618	33346.3654145	31283.8336417	28895.8275649	26610.3521213	24279.9311708	21682.7131806	18783.4997196	15341.0432154	11475.1352389	7451.64382689	2668.6597793
T033-B2BCGBAL-PBmiRNA1_S20_qualimap	35121.8150311	40303.8787876	42516.2790256	43958.1426717	48672.3554051	51565.1726402	53806.4755668	56386.4560381	57436.8622332	58449.0385731	59522.2436713	59824.7731125	59776.0725076	60203.3068117	59886.946912	60132.4922666	60878.5019219	61284.5126365	61473.1184544	61737.133401	62248.4872384	61844.5817031	61708.5349405	61189.0563636	61531.0777195	58921.2343719	58438.7841398	58282.5127678	54012.4681856	52655.9345047	52731.796192	51580.4630245	51416.9817152	51796.8586857	51224.0735075	51263.9952088	51186.7785636	51404.9218125	51355.6763328	51765.3751336	52245.5396422	52059.9729367	52195.5240032	52482.5998282	52686.1624131	52341.0886031	51411.206586	50410.1450921	50011.842545	50387.693781	50571.3227079	50703.3510295	50424.1403759	49658.261316	49426.39572	49293.9674802	49058.9445797	48768.4663537	48677.3418761	48776.547503	48891.609659	48415.6918233	48105.8841576	48017.0842314	48235.9957179	48035.6740129	47721.324504	48078.7571164	47514.9927516	46769.7553679	46783.9241245	46380.4049351	47687.7564576	48152.7665852	48015.8263567	47703.9970634	47591.5894608	47287.9765471	46512.5400974	46510.5606784	46296.7858091	45963.5188712	45595.3604985	45566.4800618	44817.0422968	43750.5828218	43148.5010546	42075.5624958	40669.7394187	39026.4567761	36601.7819367	33839.8728708	31216.2884536	28460.6960599	25590.2862196	22172.2151615	18198.762778	14131.640984	9957.6676011	4065.13004624
T033-B2BCGBAL-PLmiRNA2_S21_qualimap	25574.7251321	28566.0848055	30056.0138709	31287.3361527	34128.8070342	35931.8376068	37271.6427888	38784.9714457	39434.8625865	40231.2820198	41062.7441863	41242.6317399	41315.3361598	41655.0805614	41365.1025371	41442.6025789	41864.2940554	42126.956789	42194.3930874	42346.4866139	42654.9921644	42388.1978036	42170.5385815	41951.9508057	42128.2919849	40831.9134241	40679.5001405	40600.375345	38896.5052428	38151.4976819	38131.4248448	37370.3736999	37329.2984091	37573.053435	37270.5143307	37215.5775154	37215.7694776	37419.4313692	37321.1688118	37385.1856249	37575.5011024	37421.9125255	37630.7055538	37952.0810182	38137.3474514	37991.9063411	37417.3369875	36932.8296465	36837.5838162	37196.4831437	37351.1957337	37430.2592846	37308.827564	36887.3342004	36691.5905938	36581.110571	36430.3386521	36198.7083755	36052.3196349	36058.6341541	36182.013051	35857.1125286	35580.7651357	35509.9883348	35742.0040521	35707.4695759	35559.203773	35868.1168773	35541.0295554	35088.2409155	35036.4212195	34597.0526204	34979.0607679	35096.3178492	34980.2268375	34820.4309224	34773.3405959	34619.8014076	34223.9595522	34371.5445982	34291.0196365	34059.0269032	33882.1010319	33950.2722526	33486.029347	32703.7323841	32351.6198139	31523.3565709	30511.6671993	29248.3296737	27327.6504948	25205.9065099	23158.6525324	20996.3654021	18718.6995878	16121.9943428	13006.0246681	9737.58062335	6498.40741097	2369.66258716
T033-B2PPDBAL-PBmiRNA1_S18_qualimap	33305.9901407	37811.6629388	40216.0153352	41861.4905074	45510.4163063	48401.3349557	50914.2420795	53503.7697864	54254.2374803	55045.8887439	56148.4063459	56456.1744617	56056.3158844	56325.4141726	56284.5848092	56392.8226364	56790.060235	56860.3379898	57068.2285442	57388.4967564	57809.8214958	57879.1619333	57861.5280539	57452.4498639	57670.8517991	56222.1148969	55879.8928698	55589.8600712	52512.2062573	51472.3149753	51504.5156385	50465.8869469	50334.8407117	50815.2564336	50231.1831448	50267.410146	50306.2353304	50556.5329986	50536.2435171	51151.2488781	51933.2828256	51845.7893313	52090.3467601	52423.467098	52581.5876435	52273.5091221	51337.970905	50192.865222	49470.1281874	49828.4833716	50019.0618376	50094.3375824	49922.8910362	48984.6326301	48852.3586308	48647.6883839	48339.5195779	48029.206791	47865.4389026	48051.922319	48195.1997751	47896.8190935	47599.7762226	47513.4844445	47421.1939237	47175.9885575	46869.6118629	47265.0863551	46886.8305968	46311.1233115	46401.6900079	45922.7494543	46813.8578408	47002.017859	46546.4009991	46199.889555	45944.8769452	45784.8158372	45153.6592459	44864.1863755	44495.0712286	44044.7579586	43629.78394	43489.0178582	42775.4453421	41792.5723246	41094.4448824	39987.9812681	38597.5822304	37024.4815154	34875.446639	32177.1974088	29641.5681746	26986.7644482	24206.8024454	20864.3424654	17002.7582783	13074.3208256	8916.33614539	3505.38009257
T033-B2PPDBAL-PLmiRNA2_S19_qualimap	15829.3302145	18095.994066	19187.458193	19922.1288454	22740.6472784	24158.5095253	25203.3411504	26358.9762753	26719.4451138	27136.3622039	27568.6501267	27770.8066215	27702.407531	27854.1238919	27821.5638995	27886.7514561	28063.3851187	28101.1289259	28081.942547	28089.6859571	28182.1463992	28145.8970028	28362.0438218	28322.6899965	28420.585055	26466.8241224	26141.0737259	25997.9546746	25041.6631845	24565.0696861	24386.7332918	24067.1022175	24060.8001838	24280.1220206	24135.693283	24088.9716636	24097.988444	24293.1943807	24298.6833553	24531.4059162	24951.2089908	25024.6608945	25017.7366638	25104.7910369	25049.9586464	24827.4600691	24467.5340164	24095.7505229	23903.6412537	24123.2348104	24351.1496946	24358.9677384	24196.5575675	23772.0329997	23681.5435698	23715.4284317	23633.2056724	23471.5012879	23479.2498041	23556.9219281	23538.6309973	23338.5663996	23222.3210422	23161.0323918	23095.5324517	22889.3159046	22550.0540944	22892.7920453	22659.3309862	22226.2924046	22229.080089	21933.9050277	21958.1216375	21954.2369318	21826.4809099	21696.9257696	21534.145891	21422.648922	21230.6166046	21294.2956678	21146.3540159	20944.0961729	20748.5111514	20688.5187027	20229.5092616	19424.4406247	19058.4834184	18545.0083253	17866.8138108	17095.1851231	15993.12469	14644.6408198	13465.6133988	12239.2814129	10977.5372207	9421.13681573	7676.55730617	5797.05636337	3759.2660314	1321.78013625
T033-B2SalBAL-PBmiRNA_S17_qualimap	45178.638535	51115.254958	53736.5612361	55805.5843016	60261.9160198	63552.7694288	66253.1889476	69070.1545377	70220.6264693	71573.1199701	73008.2687923	73437.7811973	73132.0998196	73436.5612591	72856.4599602	73057.5663931	73691.9264594	74148.212648	74299.359837	74523.0237286	75163.696169	74538.4121152	74280.9424925	73846.2630164	74187.5920578	72553.3190245	72250.618565	72071.1649452	68084.2936383	66711.2746946	66492.1502656	65180.1914319	65335.60399	65752.0640363	65084.3343629	65106.7797348	64899.6040114	65255.7645689	65291.2158842	65512.6479631	65896.2912574	65790.9115697	66112.3777641	66424.6445287	66806.0826419	66685.8944142	65654.0929973	64582.3335083	64168.3695394	64675.6972741	64992.9424013	65056.9953331	64417.7253425	63631.7679565	63369.4382739	63164.42047	62783.5304775	62529.0094938	62195.1107044	62153.7719604	62174.0974059	61533.1951692	61122.6124685	60967.0111209	61295.4004891	61203.5030507	60871.3963452	61247.4295915	60778.1308382	60272.4110925	60188.3246691	59585.207581	60732.6124594	61018.0782004	60901.0943877	60685.67725	60731.0590131	60559.9799552	59876.9825805	59951.4265991	59846.2079519	59553.6176308	59417.3199737	59372.9425126	58495.446933	57114.8901045	56556.8626039	55325.5702033	53460.7102275	51165.8554187	47901.6450161	44218.4496598	40709.5396331	37073.7848296	33160.7343857	28664.6206755	23389.3079782	17751.0777685	11902.9500044	4431.66492445
T034-B-SingleRNABAL-miRNA_S22_qualimap	24594.6278105	27557.3698176	28829.8840516	29760.5805014	32284.1640339	34103.6134453	35480.9123408	36963.8366808	37733.9124038	38538.5982151	39301.3717772	39679.9280523	39802.1647029	40103.6829292	40033.9491212	40222.7559122	40652.7311861	41079.8139274	41181.3395419	41337.8602956	41602.5974864	41267.6192911	41351.764711	41271.4655145	41489.5158427	40623.6183758	40630.9219607	40641.0644455	38800.6612736	38228.8330657	38227.4799832	37714.874219	37993.5257061	38233.3211864	38155.9931453	38410.7339132	38339.0711004	38608.0665503	38751.1651916	39029.4050518	39136.102955	39119.1695334	39293.5969683	39453.5484035	39592.6000557	39394.6219312	38816.5339339	38281.5733269	37839.6268647	38043.9426647	38152.0406886	38079.6388093	37536.9733018	37254.7827984	37113.1955777	37077.5357928	36939.9544833	36731.9240214	36399.1302586	36252.1903504	36105.661724	35847.9106582	35663.1196547	35574.3344845	35738.4049393	35661.4823152	35325.4455278	35527.2896017	35277.9642933	34979.8445932	34852.6633456	34469.7900504	34918.901237	35075.9315086	35203.9537333	35319.2736044	35501.8752634	35452.8721343	35184.2858922	35296.3405465	35362.7802775	35290.4829241	35193.8243957	35199.8886645	34772.5211501	33680.7025052	33317.3506899	32790.9691775	31754.7313723	30450.8047773	28591.9864448	26376.3539289	24201.1428791	22081.1546873	19720.7123895	16977.3625116	14031.9448373	10554.242254	6819.98655532	2444.44088684
T035-B1BALRNA-PBmiRNA_S6_qualimap	23229.3339105	26288.8300889	27843.6429419	29092.4171858	31396.8255444	33138.6106126	34611.7224464	35968.9536642	36556.9443018	37224.5437665	37951.2370102	38135.1742183	37905.6119636	37980.8893811	37789.7575446	37797.2549691	37980.1288679	38179.6705559	38387.4965687	38448.9906653	38759.0582907	38550.397821	38359.6689589	38224.8252434	38381.2754657	37724.010848	37514.3811253	37283.7119164	34753.7171182	33994.8710611	33782.9293452	33161.735641	33194.338301	33431.8781438	33047.6297449	33086.1677083	33038.5092947	33293.9617403	33381.4410949	33582.5109557	33997.0637816	33969.4584544	34180.1323853	34348.5766259	34457.8663651	34308.4584547	33829.8332833	33218.8067449	32831.6302756	33010.9047109	33034.6663992	33126.4007024	32808.7564333	32384.680798	32276.741331	32084.5775216	31979.7503716	31871.8429721	31736.068427	31735.0574237	31736.9648397	31467.5199989	31290.5242448	31147.9894813	31164.1898954	31154.9500244	30990.2935976	31149.9008946	30981.2022382	30802.69075	30813.6260623	30524.8822947	31284.3542587	31508.7869009	31354.4419262	31264.4612514	31177.4095221	31103.6750545	30799.6524387	30635.941893	30558.6101198	30378.135426	30234.3213793	30117.0948512	29605.2146599	28997.9628871	28593.7306476	27821.6771065	26770.2607394	25618.9457408	24139.7369799	22329.4324079	20584.7193167	18713.5989049	16770.2922118	14510.1173186	11868.7147887	9073.82144299	6208.82651497	2398.34868244
T035-B2BCGBAL-PBmiRNA_S3_qualimap	14589.8800883	16197.6787845	16964.4012482	17614.1506906	19031.1134106	20142.4059263	20964.129817	21795.884289	22245.1500605	22779.2751058	23294.3409853	23501.8035953	23605.261671	23808.3603487	23703.1821165	23791.2769873	24019.7579373	24214.0098761	24209.4264682	24274.258175	24428.1598707	24221.6286879	24200.2565964	24157.8361827	24320.0185504	23861.1853063	23868.0209975	23820.6208553	23201.5478026	22944.7894409	22947.3467009	22686.7153046	22805.3243343	23015.2912311	22988.616762	23075.4095765	23099.4648813	23207.9401751	23263.7851568	23385.1806079	23533.5848244	23603.7298191	23791.632351	23917.4847881	23950.1473278	23943.1997823	23648.8965101	23396.5631027	23269.0681702	23467.1968826	23545.9600699	23522.9351283	23298.3931854	23105.7182164	23041.9029244	23054.9440312	23021.1333319	22931.2838606	22861.8051139	22857.0876532	22836.9858341	22645.2708843	22520.4117583	22495.2133009	22640.6038836	22629.7803771	22476.5163839	22642.1350348	22505.7920194	22348.3392305	22284.310613	22045.7043658	22153.9423805	22156.1773739	22135.3587937	22150.7963518	22216.5830311	22231.5187706	22081.2081117	22147.4852475	22171.8437307	22123.534239	22069.4532033	21918.7762869	21560.7805846	20974.6039647	20768.9744392	20265.7640034	19605.0335582	18746.1024116	17539.5116978	16155.2036945	14804.2301792	13521.0118085	12135.7811997	10517.7164386	8552.91078229	6351.09701121	4022.24513826	1332.40558399
T035-B2PPDBAL-PBmiRNA_S2_qualimap	30706.6564614	34568.103939	36487.8415353	38057.7348718	41152.1866942	43279.7420139	45045.223447	46648.0245406	47343.5329603	48190.0321716	49151.7529869	49151.5786978	48863.0036505	49030.7596523	48706.4297043	48603.2581081	48898.4406776	49082.5915079	49225.5220452	49241.9901853	49524.2068479	49207.1142298	48866.9486993	48604.3663295	48716.6016948	47645.7058809	47503.0118033	47247.739945	44054.5081194	43102.4013544	42762.412194	41906.6486934	41909.5124181	42135.0577823	41629.012836	41574.3573278	41513.9203048	41703.9562249	41667.1227557	41798.3054521	42071.132904	41974.6606564	42272.486702	42530.3055065	42740.424413	42689.6734696	42088.7381235	41419.6323387	41082.9335779	41350.8172102	41478.452825	41558.5201703	41285.6289743	40815.6773645	40572.6880586	40325.3760301	40258.5351967	40109.8982774	39856.8088072	39803.7540339	39859.591932	39482.3501922	39181.5890426	38986.2674892	39016.0681918	38993.4091112	38912.4350548	39132.3241424	38955.8984024	38710.4093883	38676.5606075	38285.6966677	39118.077496	39369.601794	39246.5819075	39139.6228013	39098.9674238	38991.7850734	38706.2970536	38724.5108927	38714.0804574	38537.1675271	38385.066684	38344.1262833	37824.5785942	37210.4457809	36797.2329288	35909.32675	34691.7670618	33258.7428713	31318.8966121	28978.1336299	26676.4538011	24156.023758	21543.327473	18606.7416149	14985.0257782	11326.8959884	7734.82242535	2942.76445576
